ISO_YSAMP_N,hypothesized ysamp_N,ISO_FISH_N,hypothesized old fish_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT,issue
SIC.HAL.T6.2015.002,,,,GM15034,,INVERT,INSECT,MEGALOPTERA,,,12.55013093,6.593850943,,51.06056229,-26.03472974,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15035,,INVERT,INSECT,PLECOPTERA,,,10.53359524,4.870717561,,47.79412934,-27.0083633,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15036,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.12833516,5.59013339,,52.58248276,-26.74014739,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15037,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15038,,INVERT,CRAYFISH,CAMBARIDAE,,,7.922268932,3.825220903,,36.85350306,-29.36827027,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15039,,INVERT,CRAYFISH,CAMBARIDAE,,,8.511576888,4.105446615,,42.6780246,-30.40969466,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15040,,INVERT,CRAYFISH,CAMBARIDAE,,,9.219626568,3.797707833,,46.26255147,-30.00884452,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15041,,INVERT,INSECT,AESHNIDAE,,,9.650721362,4.313323144,,45.35323562,-32.48959602,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15042,,INVERT,INSECT,AESHNIDAE,,,8.685982407,3.586774296,,43.99927927,-32.24004716,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15043,,INVERT,INSECT,AESHNIDAE,,,11.73586909,3.78853681,,56.55962471,-32.70279328,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15044,,INVERT,INSECT,MEGALOPTERA,,,7.750852573,4.787159349,,45.56300971,-32.30685551,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15045,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.1516552,4.586415838,,54.88577492,-32.28917095,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15046,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.27060164,4.970579815,,50.21312008,-32.2341523,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15047,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.68605867,4.688316097,,51.93019326,-32.10151806,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15048,,INVERT,INSECT,LEUCTRIDAE,,,10.38816667,2.665595954,,48.61075906,-31.44718915,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15049,,INVERT,INSECT,LIMNEPHILIDAE,,,8.520491397,3.126185125,,45.57232837,-31.76158142,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15050,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15051,,ALGA,PERI,FILA_ALG,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15052,,INVERT,CRAYFISH,CAMBARIDAE,,,6.952932766,3.300434568,,31.36148051,-27.33552775,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15053,,INVERT,CRAYFISH,CAMBARIDAE,,,6.691852896,2.759344193,,32.05136695,-27.87687194,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15054,,INVERT,CRAYFISH,CAMBARIDAE,,,9.062361713,3.314700605,,43.6147966,-27.48682903,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15055,,INVERT,INSECT,CORDULEGASTRIDAE,,,9.717001089,4.924724698,,42.88763434,-28.71197641,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15056,,INVERT,INSECT,AESHNIDAE,,,9.378255774,3.535824167,,48.99557544,-30.67987552,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15057,,INVERT,INSECT,MEGALOPTERA,,,8.161985583,4.393824349,,42.60341411,-29.13837092,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15058,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.06033142,3.96176725,,54.01375899,-31.67807098,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15059,,INVERT,INSECT,HEPTAGENIIDAE,,,11.16814516,2.25901392,,55.35452792,-28.79843428,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15060,,INVERT,INSECT,ISONYCHIIDAE,,,10.27923077,2.715527081,,44.739062,-30.17586541,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15061,,INVERT,INSECT,LEUCTRIDAE,,,11.11487947,5.719546719,,55.33540068,-27.00345092,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15062,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15063,,INVERT,INSECT,CORDULIIDAE,,,7.581722315,-0.332309668,,45.00457424,-27.37679174,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15064,,INVERT,INSECT,LIMNEPHILIDAE,,,6.641912158,0.000904179,,44.18454037,-26.90225591,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15065,,INVERT,INSECT,LIMNEPHILIDAE,,,6.645618849,0.108918453,,42.81221019,-27.57230443,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15066,,INVERT,INSECT,LIMNEPHILIDAE,,,6.905297058,2.289583998,,41.84394981,-27.57230443,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15067,,INVERT,INSECT,TIPULIDAE,,,10.57212801,2.272260954,,56.50486771,-29.55395821,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15068,,INVERT,INSECT,ISONYCHIIDAE,,,7.206661816,3.460417975,,30.86306444,-26.60260078,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15069,,INVERT,ISOPOD,ASELLIDAE,,,11.3772926,4.230783934,,50.12193868,-26.51909033,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15070,,INVERT,INSECT,LEUCTRIDAE,,,7.555125731,2.768515216,,37.65152532,-24.38613528,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15071,,INVERT,CRAYFISH,CAMBARIDAE,,,8.094575672,1.108559995,,51.22194657,-27.57328691,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15072,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15073,,INVERT,INSECT,LIMNEPHILIDAE,,,8.080632825,0.96488063,,48.35971833,-27.69609639,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15074,,INVERT,INSECT,LIMNEPHILIDAE,,,7.13845625,1.163586135,,44.05116359,-28.05470007,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15075,,INVERT,INSECT,LIMNEPHILIDAE,,,8.393071175,2.721641097,,43.25816395,-29.12756369,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15076,,INVERT,INSECT,ISONYCHIIDAE,,,9.43582959,4.361216266,,42.26205338,-26.4267376,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15077,,INVERT,INSECT,LEUCTRIDAE,,,6.312196361,3.907760113,,35.01518227,-26.9474498,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15078,,INVERT,INSECT,HEXATOMA,,,5.29594822,2.683938001,,28.35167524,-24.79877513,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15079,,INVERT,CRAYFISH,CAMBARIDAE,,,9.895759781,4.52425668,,45.40012455,-25.28706562,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15080,,INVERT,CRAYFISH,CAMBARIDAE,,,7.218606459,4.531411936,,38.62985965,-26.99552823,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15081,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15082,,INVERT,CRAYFISH,CAMBARIDAE,,,10.24135942,3.314700605,,53.72147752,-30.71917455,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15083,,INVERT,CRAYFISH,CAMBARIDAE,,,8.834718127,4.328608183,,37.65956421,-25.85395418,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15084,,INVERT,INSECT,ISONYCHIIDAE,,,10.59642176,5.513708196,,45.54867113,-27.01032825,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15085,,INVERT,INSECT,ASELLIDAE,,,7.213109674,2.552486667,,52.15236826,-26.85116716,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15086,,INVERT,INSECT,PLECOPTERA,,,6.39633056,2.573885721,,43.44501044,-26.7519371,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15087,,INVERT,INSECT,LIMNEPHILIDAE,,,8.627899899,1.778044697,,55.07460122,-26.85902697,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15088,,INVERT,INSECT,LIMNEPHILIDAE,,,7.721438237,1.228802301,,48.34972373,-27.07910156,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15089,,INVERT,INSECT,LIMNEPHILIDAE,,,7.694159658,2.937669646,,39.25744701,-25.75374165,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15090,,INVERT,INSECT,ODONTOCERIDAE,,,6.690925903,4.105446615,,35.78861453,-25.42068234,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15091,,DETRITUS,,LEAF_LITTER,,,,,,,,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15103,,INVERT,CRAYFISH,CAMBARIDAE,,,7.113653457,1.256315371,,32.76355632,-24.95498879,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15104,,INVERT,CRAYFISH,CAMBARIDAE,,,7.338407382,1.682258454,,32.85336164,-24.85968863,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15105,,INVERT,CRAYFISH,CAMBARIDAE,,,6.905377973,1.799443752,,31.95168808,-25.65254664,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15106,,INVERT,CRAYFISH,CAMBARIDAE,,,21.15876763,1.819289478,,99.01101657,-24.5176676,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15107,,INVERT,CRAYFISH,CAMBARIDAE,,,7.236535383,1.626217285,,33.90007118,-25.60060874,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15108,,INVERT,CRAYFISH,CAMBARIDAE,,,6.982428455,1.348344274,,36.0013897,-24.82532428,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15109,,INVERT,INSECT,PLECOPTERA,,,11.04547853,4.283350509,,48.26518674,-25.50124495,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2015.001,,,,GM15110,,INVERT,INSECT,PLECOPTERA,,,11.47367987,4.298825059,,49.43117117,-25.45513715,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15111,,INVERT,CRAYFISH,CAMBARIDAE,,,8.841725339,1.908522969,,43.62475948,-26.07121578,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15112,,INVERT,CRAYFISH,CAMBARIDAE,,,7.368253053,2.033351002,,34.98363821,-25.46200427,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15113,,INVERT,CRAYFISH,CAMBARIDAE,,,6.938793649,1.820833854,,40.033635,-25.92896833,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15114,,INVERT,CRAYFISH,CAMBARIDAE,,,7.27599651,2.290228525,,34.61884502,-25.01858462,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15115,,INVERT,CRAYFISH,CAMBARIDAE,,,8.285540482,2.823584666,,35.23050048,-25.68763816,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15116,,INVERT,CRAYFISH,CAMBARIDAE,,,7.261974401,2.093185927,,36.86914167,-25.62485308,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15117,,INVERT,CRAYFISH,CAMBARIDAE,,,9.172209188,5.355220976,,40.16419721,-25.53558054,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15118,,INVERT,INSECT,PLECOPTERA,,,10.55617872,2.980393435,,47.66333952,-26.13988697,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15119,,INVERT,INSECT,HYDROPSYCHIDAE,,,8.437995198,2.446005657,,41.55665694,-25.98096222,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15120,,INVERT,INSECT,TRICHOPTERA,,,9.081883963,-1.585630324,,51.33989393,-26.70299068,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15121,,INVERT,INSECT,SIALIDAE,,,12.35543068,5.398549715,,46.23359453,-24.30734735,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T24.2015.001,,,,GM15122,,INVERT,INSECT,DYTISCIDAE,,,11.24062322,3.118632745,,47.10455697,-26.28605849,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15123,,INVERT,CRAYFISH,CAMBARIDAE,,,6.464446207,4.265812686,,33.89845095,-24.30244226,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15124,,INVERT,CRAYFISH,CAMBARIDAE,,,6.431195472,5.228329669,,35.73774248,-24.10035278,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15125,,INVERT,CRAYFISH,CAMBARIDAE,,,6.174813375,3.871727491,,33.3980229,-24.23965718,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15126,,INVERT,CRAYFISH,CAMBARIDAE,,,6.868853267,4.020283166,,34.32750593,-24.17000498,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15127,,INVERT,CRAYFISH,CAMBARIDAE,,,6.602257073,4.277160689,,36.11943157,-24.71839344,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15128,,INVERT,CRAYFISH,CAMBARIDAE,,,5.826256346,5.09628018,,27.04257016,-24.05032091,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15129,,INVERT,INSECT,AESHNIDAE,,,8.542572417,5.55948503,,39.72319111,-27.03555542,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15130,,INVERT,INSECT,AESHNIDAE,,,11.39366771,5.106596546,,46.30753275,-26.85701034,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15131,,INVERT,INSECT,AESHNIDAE,,,11.62416993,6.874821744,,48.03250962,-27.31612626,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15132,,INVERT,INSECT,CORDULIIDAE,,,10.36480841,6.597311488,,47.83249338,-26.02903205,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15133,,INVERT,INSECT,LIMNEPHILIDAE,,,8.46218148,1.789884755,,50.65850206,-26.59213577,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15134,,INVERT,INSECT,SIALIDAE,,,12.07846953,8.039539508,,46.45096212,-24.75861513,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15135,,INVERT,INSECT,PLECOPTERA,,,10.15024936,6.095936082,,43.83211545,-26.1477351,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15136,,INVERT,INSECT,ISONYCHIIDAE,,,10.84520312,4.323584338,,47.0090228,-28.57182793,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15137,,INVERT,INSECT,HEPTAGENIIDAE,,,9.597615665,5.389264985,,41.16056235,-26.82757983,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15138,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.50243127,5.501713378,,49.85968577,-26.62549035,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15139,,INVERT,INSECT,TRICHOPTERA,,,7.750091407,3.966638061,,46.61561937,-26.37140696,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15140,,INVERT,INSECT,MEGALOPTERA,,,10.81260569,5.721451982,,49.08585114,-31.64927803,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15141,,INVERT,INSECT,SIALIDAE,,,9.913272156,2.94222288,,42.61775025,-28.15685777,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15142,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.13815445,3.370352085,,48.94337358,-29.72256078,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15143,,INVERT,INSECT,AESHNIDAE,,,10.70901936,5.859691292,,50.31195929,-33.32779799,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15144,,INVERT,INSECT,AESHNIDAE,,,11.11014712,5.035413618,,45.13815554,-30.38082314,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15145,,INVERT,INSECT,AESHNIDAE,,,11.84852766,4.871383393,,47.46023982,-30.81247059,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15146,,INVERT,INSECT,AESHNIDAE,,,11.69281296,5.130324189,,48.04093343,-31.52468888,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15147,,INVERT,INSECT,CORDULIIDAE,,,10.89649968,4.464918557,,43.41491364,-30.16696145,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15148,,INVERT,INSECT,CORDULIIDAE,,,11.50176758,4.802263738,,45.90016601,-31.72187328,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15149,,INVERT,INSECT,CORDULIIDAE,,,5.272866371,4.707353167,,20.09531117,-30.28075942,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15150,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.84879628,3.500338301,,51.65252561,-30.42594992,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15151,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.41126268,4.176060299,,50.87478552,-30.94392686,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15152,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.82766145,3.594217235,,48.56579178,-30.15126518,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15153,,INVERT,INSECT,LEUCTRIDAE,,,12.0972364,4.857972116,,55.41896885,-28.27948488,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T6.2015.002,,,,GM15154,,INVERT,INSECT,HEPTAGENIIDAE,,,8.601872003,2.362443089,,47.79668091,-28.2225859,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15155,,INVERT,INSECT,ISONYCHIIDAE,,,11.04600671,2.424341288,,46.82332995,-29.48319265,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15156,,INVERT,INSECT,CORDULIIDAE,,,10.57836306,5.743116352,,48.01404918,-27.35144287,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15157,,INVERT,INSECT,LIMNEPHILIDAE,,,8.964852969,1.236927517,,49.94115322,-27.44758253,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15158,,INVERT,INSECT,PLECOPTERA,,,10.92091303,3.419870643,,46.64196776,-27.23372084,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15159,,INVERT,INSECT,SIALIDAE,,,10.9285834,5.401644625,,48.48310894,-25.85539206,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15160,,INVERT,INSECT,TRICHOPTERA,,,7.086743563,1.50308977,,45.65120373,-28.61891674,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15161,,INVERT,INSECT,ISONYCHIIDAE,,,11.0799952,2.504808945,,49.20733783,-33.34055121,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15162,,INVERT,INSECT,HYDROPSYCHIDAE,,,9.990685841,2.534726408,,48.55169179,-27.54666524,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15163,,INVERT,INSECT,PLECOPTERA,,,10.63361628,3.160929847,,48.34740464,-29.53420553,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15164,,INVERT,CRAYFISH,CAMBARIDAE,,,7.333927014,3.624134697,,35.04057003,-27.24647406,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15165,,INVERT,CRAYFISH,CAMBARIDAE,,,7.199536896,3.862442761,,36.16130455,-27.590811,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T8.2015.002,,,,GM15166,,INVERT,CRAYFISH,CAMBARIDAE,,,7.592149345,4.679498978,,35.93709136,-26.27134324,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15167,,INVERT,CRAYFISH,CAMBARIDAE,,,9.22537478,5.295386051,,38.47639201,-25.98782934,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15168,,INVERT,CRAYFISH,CAMBARIDAE,,,8.687984324,5.0715209,,37.30034358,-25.13238258,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15169,,INVERT,CRAYFISH,CAMBARIDAE,,,7.903159065,3.744903679,,35.36560621,-25.82220372,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15170,,INVERT,INSECT,ASELLIDAE,,,7.323035294,4.029567896,,29.63231859,-24.89988157,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15171,,INVERT,INSECT,LIMNEPHILIDAE,,,8.39357358,1.517532683,,49.85152166,-27.14739135,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15172,,INVERT,INSECT,LIMNEPHILIDAE,,,7.355029008,2.69978827,,43.22916347,-27.86549574,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T9.2015.001,,,,GM15173,,INVERT,INSECT,LIMNEPHILIDAE,,,6.921707376,2.287133615,,42.03437918,-27.45543067,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.2015.001,,,,GM15184,,INVERT,INSECT,AESHNIDAE,,,10.7211373,3.462167745,,51.38531775,-28.14999065,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.2015.001,,,,GM15185,,INVERT,INSECT,AESHNIDAE,,,12.01165052,2.620352249,,42.10657587,-27.48682321,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.2015.001,,,,GM15186,,INVERT,INSECT,ASELLIDAE,,,8.104781736,1.387546466,,35.53484873,-25.77985375,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16076,,INVERT,CRAYFISH,CAMBARIDAE,,,5.739937221,2.547106047,,28.86371584,-25.78083477,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16077,,INVERT,CRAYFISH,CAMBARIDAE,,,7.679743492,2.001370266,,38.76212739,-26.28900154,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16078,,INVERT,INSECT,LIMNEPHILIDAE,,,7.255079065,0.42606112,,48.42428524,-26.01529782,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16079,,INVERT,INSECT,LIMNEPHILIDAE,,,7.945106524,0.514781871,,51.77392305,-26.06336765,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16080,,INVERT,INSECT,LIMNEPHILIDAE,,,7.248295204,0.617945535,,48.7189365,-26.6343195,,,,,,,,,,Added from Driscoll isotope files,no issue
SIC.HAL.T16.2016.001,,,,GM16081,,INVERT,INSECT,PLECOPTERA,,,10.68226017,3.234176048,,50.42617161,-26.92273847,,,,,,,,,,Added from Driscoll isotope files,no issue
