ISO_YSAMP_N,ISO_FISH_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT
SIC.LML.2001.004,,I37,,VERT,FISH,BND,,,,11.19122095,,,-27.61275536,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.024,,I39,,VERT,FISH,WS,,,,8.465510807,,,-18.36954742,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.1998.001,,I4,,VERT,FISH,CC,,,,8.88369584,,,-23.63281273,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.001,,I40,,VERT,FISH,LT,,,,11.24980279,,,-27.29457718,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.014,,I41,,VERT,FISH,SMB,,,,9.386819296,,,-17.61291748,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.009,,I42,,VERT,FISH,PS,,,,9.715446281,,,-20.56526917,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.009,,I43,,VERT,FISH,PS,,,,10.81000084,,,-22.18766182,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.006,,I44,,VERT,FISH,CS,,,,8.422213136,,,-23.67683655,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.014,,I45,,VERT,FISH,RWF,,,,8.876369619,,,-20.56377762,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.015,,I47,,VERT,FISH,LT,,,,9.678589246,,,-26.83307892,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.005,,I48,,INVERT,ZOOP,,,,,5.1,,,-28.25,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.005,,I49,,INVERT,ZOOP,,,,,10.11,,,-35.33,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.010,,I50,,INVERT,ZOOP,,,,,8.3,,,-29.97,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.011,,I51,,INVERT,ZOOP,,,,,6.96,,,-29.49,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.005,,I52,,INVERT,ZOOP,,,,,3.67,,,-29.08,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.001,,I53,,INVERT,ZOOP,,,,,9.23,,,-30.53,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.008,,I54,,INVERT,ZOOP,,,,,7.06,,,-31.92,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.007,,I55,,INVERT,ZOOP,,,,,8.37,,,-34.16,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,I56,,INVERT,ZOOP,,,,,4.12,,,-30.14,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I57,,INVERT,ZOOP,,,,,5.87,,,-24.85,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I58,,INVERT,ZOOP,,,,,4.75,,,-28.76,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.003,,I59,,INVERT,ZOOP,,,,,8.16,,,-30.07,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.001,,I6,,VERT,FISH,RS,,,,10.52386923,,,-24.29549622,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,I61,,INVERT,ZOOP,,,,,6.35,,,-27.99,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.007,,I62,,INVERT,ZOOP,,,,,8.68,,,-31.51,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I64,,INVERT,CRAYFISH,CR,,,,7.079066122,,,-20.32542282,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I65,,INVERT,INSECT,GOMPHIDAE,,,,5.16,,,-21.74,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I66,,VERT,FISH,CC,,,,8.48551527,,,-23.05715424,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I67,,VERT,FISH,PS,,,,9.825684067,,,-21.76413399,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I68,,VERT,FISH,MM,,,,,,,-25.92,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,I69,,VERT,FISH,SS,,,,9.532044926,,,-23.4634996,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.003,,I7,,VERT,FISH,RS,,,,10.84219208,,,-23.70797371,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I70,,INVERT,INSECT,,,,,4.08,,,-18.36,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I71,,VERT,FISH,BB,,,,7.943213792,,,-20.41538292,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I72,,VERT,FISH,SMB,,,,7.438398194,,,-21.12931305,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I73,,VERT,FISH,CS,,,,8.943185829,,,-22.45584923,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I74,,VERT,FISH,PS,,,,9.267364452,,,-22.03455597,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I75,,VERT,FISH,CC,,,,7.592068125,,,-25.58349854,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,I76,,INVERT,MUSSEL,,,,,6.32,,,-30.14,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.022,,I79,,VERT,FISH,CC,,,,9.036274673,,,-22.55118042,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.002,,I8,,VERT,FISH,RS,,,,10.73755134,,,-24.23069214,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.022,,I80,,VERT,FISH,PS,,,,8.787615977,,,-22.51845032,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.022,,I81,,VERT,FISH,MM,,,,7.673991853,,,-25.1583429,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.022,,I82,,VERT,FISH,BB,,,,8.286631407,,,-19.55113083,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.014,,I9,,VERT,FISH,RS,,,,9.16673496,,,-21.70609116,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.BYP.2003.001,,INV.BYP.072403.SIC.003,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.BYP.2003.002,,INV.BYP.081103.SIC.003,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.BYP.2003.003,,INV.BYP.082603.SIC.003,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.CAL.2004.001,,INV.CAL.081704.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2003.004,,INV.FBL.060403.SIC.001,10,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.001,,INV.FBL.060806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.001,,INV.FBL.061204.SIC.001,7,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.002,,INV.FBL.062706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2003.005,,INV.FBL.070603.SIC.001,15,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.003,,INV.FBL.070606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2002.001,,INV.FBL.071202.SIC.001,5,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.004,,INV.FBL.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.002,,INV.FBL.080204.SIC.001,15,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.005,,INV.FBL.080206.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2003.006,,INV.FBL.080603.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.006,,INV.FBL.081706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2003.007,,INV.FBL.081803.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2006.007,,INV.FBL.082806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.003,,INV.FBL.090204.001,2,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FOB.2004.001,,INV.FOB.081604.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.GNL.2003.001,,INV.GNL.061503.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.GNL.2003.002,,INV.GNL.073103.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.GNL.2003.003,,INV.GNL.081403.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.GNL.2003.004,,INV.GNL.082903.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.HAL.2019.001,,INV.HAL.051219.001,,INVERT,CRAYFISH,CAMBARIDAE,,7544,12.487339025,4.758047511,7544,40.688450353,-26.46076126,,,,,,,,,,
SIC.HAL.2019.001,,INV.HAL.051219.002,,INVERT,CRAYFISH,CAMBARIDAE,,6987,12.45133385,4.196390605,6987,39.588332341,-25.44329158,,,,,,,,,,
SIC.HAL.2019.001,,INV.HAL.051219.003,,INVERT,CRAYFISH,CAMBARIDAE,,7841,13.098938163,4.533258481,7841,41.283957622,-25.37237405,,,,,,,,,,
SIC.HAL.2019.001,,INV.HAL.052119.004,,INVERT,INSECT,ODONATA,,5326,10.028443445,4.076446222,5326,45.830527076,-27.37185463,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.001,,INVERT,INSECT,ASELLIDAE,,3314,6.9516293056,2.947560694,3314,28.992296128,-24.57356678,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.002,,INVERT,INSECT,ASELLIDAE,,3402,7.1418049956,-0.708880994,3402,30.731237575,-26.93058995,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.003,,INVERT,INSECT,ASELLIDAE,,3871,6.9450581933,0.54557996,3871,32.757493335,-27.57574255,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.004,,INVERT,INSECT,PLECOPTERA,,4905,10.337315751,-0.216865331,4905,46.542294224,-30.34546639,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.005,,INVERT,INSECT,ASELLIDAE,,2890,6.6123584092,1.282199854,2890,30.612698943,-25.80181914,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.006,,INVERT,INSECT,TRICHOPTERA,,4589,9.4604193139,2.648069647,4589,49.249431497,-28.1706619,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.007,,INVERT,INSECT,ODONATA,,5206,9.6131791064,2.633474588,5206,43.552913432,-26.53955853,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.008,,INVERT,INSECT,ODONATA,,4932,9.9166327842,3.90113038,4932,41.426015289,-27.90373616,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.009,,INVERT,INSECT,ODONATA,,4094,8.5079755693,2.701257654,4094,37.484094378,-24.5932661,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.010,,INVERT,INSECT,DIPTERA,,4706,10.298605363,3.626833949,4706,42.523019723,-25.77030023,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.011,,INVERT,INSECT,DIPTERA,,596,9.474459162,2.208822939,596,43.634948608,-30.73157299,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.012,,INVERT,INSECT,DIPTERA,,4730,11.452613761,3.676285851,4730,42.833068608,-22.97102742,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.013,,INVERT,INSECT,LEPTOPHLEBIIDAE,,4448,9.6197026872,0.881007782,4448,36.646314244,-22.99072673,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.014,,INVERT,INSECT,LEPTOPHLEBIIDAE,,2622,6.4902870056,-0.359292991,2622,30.710292505,-29.81653976,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.015,,INVERT,INSECT,LEPTOPHLEBIIDAE,,3694,9.2175401095,1.069974209,3694,42.095468981,-28.0150373,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.016,,INVERT,INSECT,TRICHOPTERA,,3597,9.0586314613,3.15726607,3597,42.06209342,-24.90747019,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.017,,INVERT,INSECT,AMPIPODA,,2154,7.532373679,0.30389239,2154,33.437483805,-25.60679591,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.018,,INVERT,INSECT,LEPTOPHLEBIIDAE,,4053,9.2265031905,-0.15776499,4053,44.403057383,-30.70103905,,,,,,,,,,
SIC.HAL.2019.002,,INV.HAL.052219.019,,INVERT,INSECT,DIPTERA,,2836,11.348093498,1.891676213,2836,42.097399739,-25.6156606,,,,,,,,,,
SIC.HAL.2013.001,,INV.HAL.053013.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.HAL.2013.001,,INV.HAL.053013.SIC.002,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2003.003,,INV.LML.060403.SIC.001,15,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.001,,INV.LML.060606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.001,,INV.LML.061204.SIC.001,20,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.002,,INV.LML.062806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.003,,INV.LML.070606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.004,,INV.LML.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.002,,INV.LML.080204.SIC.001,20,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.005,,INV.LML.080206.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2003.009,,INV.LML.080403.SIC.001,5,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2006.006,,INV.LML.082106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.004,,INV.LML.090204.001,3,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.MNP.2004.001,,INV.MNP.081804.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PEP.2004.001,,INV.PEP.081704.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2003.001,,INV.PRL.073103.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2003.002,,INV.PRL.081403.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2004.001,,INV.PRL.082904.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.001,,INV.RKL.072403.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.002,,INV.RKL.081103.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.003,,INV.RKL.082603.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.002,,INV.SBL.060403.SIC.001,15,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.001,,INV.SBL.060806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.002,,INV.SBL.062706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.003,,INV.SBL.070603.SIC.001,3,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.003,,INV.SBL.070606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.001,,INV.SBL.071102.SIC.001,4,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.001,,INV.SBL.071304.SIC.001,5,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.004,,INV.SBL.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.005,,INV.SBL.080206.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.005,,INV.SBL.080206.002,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.002,,INV.SBL.080304.SIC.001,10,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.004,,INV.SBL.080603.SIC.001,8,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.006,,INV.SBL.081706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.007,,INV.SBL.081803.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.007,,INV.SBL.082806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.004,,INV.SBL.090204.001,5,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.002,,INV.SDL.062706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.003,,INV.SDL.071006.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.004,,INV.SDL.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.005,,INV.SDL.080706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.006,,INV.SDL.081706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SDL.2006.007,,INV.SDL.082806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2003.003,,INV.TBL.060403.SIC.001,15,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.001,,INV.TBL.060806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.002,,INV.TBL.062706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2003.004,,INV.TBL.070603.SIC.001,10,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.003,,INV.TBL.070606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2004.001,,INV.TBL.071304.SIC.001,12,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.004,,INV.TBL.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.005,,INV.TBL.080206.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2004.002,,INV.TBL.080304.SIC.001,7,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2003.005,,INV.TBL.080603.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.006,,INV.TBL.081706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2003.007,,INV.TBL.081803.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2006.007,,INV.TBL.082806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.TBL.2004.003,,INV.TBL.090204.001,1,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2003.001,,INV.WLL.060403.SIC.001,10,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.001,,INV.WLL.061006.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.002,,INV.WLL.062706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2003.002,,INV.WLL.070603.SIC.001,1,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.003,,INV.WLL.070606.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.004,,INV.WLL.072106.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2003.008,,INV.WLL.080403.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.005,,INV.WLL.080706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.006,,INV.WLL.081706.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2003.009,,INV.WLL.081803.SIC.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2006.007,,INV.WLL.082806.001,,INVERT,INSECT,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2022.001,LT.LML.050322.GLN.001,LT.LML.050322.GLN.001,1,VERT,FISH,LT,OTOLITH,,,,,,-12.05,0,,,,57,,,-6,0,
SIC.LML.2022.002,LT.LML.050322.GLN.002,LT.LML.050322.GLN.002,1,VERT,FISH,LT,OTOLITH,,,,,,-12.68,0,,,,61,,,-5,0,
SIC.LML.2022.003,LT.LML.050322.GLN.004,LT.LML.050322.GLN.004,1,VERT,FISH,LT,OTOLITH,,,,,,-12.5,0,,,,69,,,-5,0,
SIC.LML.2022.003,LT.LML.050322.GLN.005,LT.LML.050322.GLN.005-1,1,VERT,FISH,LT,OTOLITH,,,,,,-12.78,0,,,,54,,,-5,0,
SIC.LML.2022.003,LT.LML.050322.GLN.005,LT.LML.050322.GLN.005-2,1,VERT,FISH,LT,OTOLITH,,,,,,-12.61,0,,,,63,,,-5,0,
SIC.LML.2022.003,LT.LML.050322.GLN.005,LT.LML.050322.GLN.005-3,1,VERT,FISH,LT,OTOLITH,,,,,,-12.78,0,,,,60,,,-6,0,
SIC.LML.2022.004,LT.LML.050322.GLN.008,LT.LML.050322.GLN.008,1,VERT,FISH,LT,OTOLITH,,,,,,-12.16,0,,,,62,,,-5,0,
,,LT.LML.051697.RANG.003,,VERT,FISH,LT,,,,13.39242623,,,-25.00278564,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LMFS.2022.001,ST.LMFS.090122.MORT.004,LT-1-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.73,0,,,,35,,,-8,0,
SIC.LMFS.2022.001,ST.LMFS.090122.MORT.003,LT-2-22,1,VERT,FISH,ST,OTOLITH,,,,,,-13.03,0,,,,34,,,-8,0,
SIC.TPP.2020.006,NRD.TPP.080920.MWT.001,MA-20-1,1,VERT,FISH,NRD,TISSUE,8401,13.46,7.05,3738,48.28,-30.04,,,,,,,,,,
